,Ville,CodeZIP,Latitude,Longitude,Type,Tel,Modele,Annee,Prix,Km,Argus
244,Rambouillet,78120,48.6035372,1.8801818,particulier,,intens,2014,16200.0,2100.0,Sup_Argus
245,Antony,92160,48.7515616,2.2966475,particulier,,intens,2013,18300.0,6950.0,Sup_Argus
246,Breuillet,91650,48.5682762,2.1763751,particulier,,intens,2014,18400.0,1300.0,Sup_Argus
247,Crosne,91560,48.7204627,2.4649022,particulier,,intens,2013,16550.0,10000.0,Sup_Argus
248,Savigny-sur-Orge,91600,48.680249,2.3467281,particulier,,intens,2014,19000.0,4000.0,Sup_Argus
249,Ozoir-la-Ferrière,77330,48.7634127,2.679774,particulier,,intens,2014,17500.0,15000.0,Sup_Argus
250,Limay,78520,49.0389695,1.6968391,particulier,,zen,2014,15300.0,3000.0,Inf_Argus
251,Elancourt,78990,48.777799,1.9639754,particulier,,intens,2014,19000.0,19000.0,Sup_Argus
252,Aubergenville,78410,48.9606903,1.8648929,particulier,,intens,2013,18000.0,6400.0,Sup_Argus
253,Le Plessis-Robinson,92350,48.7798787,2.2625509,particulier,0650444768,intens,2014,18700.0,6200.0,Sup_Argus
254,Chapet,78130,48.9799294,1.9220536,particulier,,intens,2013,16950.0,7500.0,Sup_Argus
255,Neauphle-le-Vieux,78640,48.819458,1.8778574,particulier,,intens,2014,17600.0,4500.0,Sup_Argus
256,Paris,75011,48.857993,2.381153,particulier,,,2013,16300.0,7800.0,
257,Villeneuve-Saint-Georges,94190,48.7408772,2.4498386,particulier,0143828979,intens,2014,18900.0,3500.0,Sup_Argus
258,Les Clayes-sous-Bois,78340,48.8201585,1.9864011,particulier,,intens,2014,18200.0,20411.0,Sup_Argus
259,Germigny-l'Evêque,77910,48.9994379,2.9188892,particulier,,intens,2013,15900.0,21000.0,Sup_Argus
260,Champagne-sur-Oise,95660,49.1462436,2.2268221,particulier,,zen,2013,16900.0,23000.0,Sup_Argus
261,Saint-Rémy-lès-Chevreuse,78470,48.7056179,2.0700366,particulier,,intens,2013,16690.0,9999.0,Sup_Argus
262,Nanterre,92000,48.8941822,2.2071125,particulier,,intens,2013,13500.0,14000.0,Inf_Argus
263,Saint-Rémy-lès-Chevreuse,78470,48.7056179,2.0700366,particulier,,intens,2014,18390.0,7900.0,Sup_Argus
264,Draveil,91210,48.6786344,2.4248813,particulier,,intens,Diesel,18900.0,0.0,Sup_Argus
265,Guerville,78930,48.9426191,1.730007,particulier,,intens,2013,16200.0,8200.0,Sup_Argus
266,Quincy-sous-Sénart,91480,48.6664595,2.5246462,particulier,,intens,2014,19100.0,6000.0,Sup_Argus
267,Gargenville,78440,48.990181,1.912178,particulier,,intens,2014,18500.0,6500.0,Sup_Argus
268,Ballancourt-sur-Essonne,91610,48.5190139,2.3890377,particulier,,intens,2014,18800.0,5000.0,Sup_Argus
269,Thoiry,78770,48.8559676,1.7968829,particulier,,intens,2014,18500.0,3500.0,Sup_Argus
270,Mitry-Mory,77290,48.9814675,2.6152303,particulier,,,Diesel,16000.0,0.0,
