,Region,Version,Annee,Kilometrage,Prix,Cote Argus,Prix vs Cote,Telephone,Type vendeur,Latitude,Longitude,URL
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,2410.0,19490.0,16040.0,Plus cher,0160926972 ,Professionnel,48.6741256,2.1455482,http://www.leboncoin.fr/voitures/699611406.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,7.0,17550.0,15966.0,Plus cher,0175448164 ,Professionnel,48.7584721,2.3279962,http://www.leboncoin.fr/voitures/719993129.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,10.0,19770.0,15966.0,Plus cher,0184141900 ,Professionnel,48.921454,2.8083725,http://www.leboncoin.fr/voitures/719973892.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,10.0,19990.0,15966.0,Plus cher,0628537072 ,Professionnel,48.8790125,2.0743316,http://www.leboncoin.fr/voitures/719666914.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,10.0,19990.0,15966.0,Plus cher,0628537072 ,Professionnel,48.8790125,2.0743316,http://www.leboncoin.fr/voitures/719666895.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2013,19420.0,15890.0,17583.0,Moins cher,0142531111 ,Professionnel,48.8140285,2.3157278,http://www.leboncoin.fr/voitures/719626283.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2014,13396.0,16690.0,18452.0,Moins cher,0142531111 ,Professionnel,48.8140285,2.3157278,http://www.leboncoin.fr/voitures/719626289.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,10.0,18490.0,15966.0,Plus cher,0130516539 ,Professionnel,48.7584648,1.9182113,http://www.leboncoin.fr/voitures/713707737.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,16349.0,18290.0,16383.0,Plus cher,0160926972 ,Professionnel,48.6741256,2.1455482,http://www.leboncoin.fr/voitures/719148258.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S LIFE ECO2,2014,10.0,16990.0,12998.0,Plus cher,0983484648 ,Professionnel,48.7925931,2.2551675,http://www.leboncoin.fr/voitures/719012570.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2013,16289.0,16690.0,17485.0,Moins cher,0174730257 ,Professionnel,48.8977492,2.4070294,http://www.leboncoin.fr/voitures/719172358.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,10.0,19990.0,15966.0,Plus cher,0667277157 ,Professionnel,48.9057747,2.5036412,http://www.leboncoin.fr/voitures/719192560.htm?ca=12_s
0,ile_de_france,1.2 TCE 120 INTENS EDC Essence,2014,10.0,18852.0,18404.0,Plus cher,0175834788 ,Professionnel,48.7597821,2.3869428,http://www.leboncoin.fr/voitures/719024920.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,7350.0,19690.0,16193.0,Plus cher,0178455073 ,Professionnel,48.8718722,2.3176432,http://www.leboncoin.fr/voitures/719170818.htm?ca=12_s
0,ile_de_france,1.2 TCE 120 INTENS EDC Essence,2013,11400.0,17490.0,17689.0,Moins cher,0174076006 ,Professionnel,48.857993,2.381153,http://www.leboncoin.fr/voitures/719170766.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,10.0,20220.0,15966.0,Plus cher,0175834788 ,Professionnel,48.7597821,2.3869428,http://www.leboncoin.fr/voitures/718372144.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,10.0,20202.0,15966.0,Plus cher,0175834788 ,Professionnel,48.7597821,2.3869428,http://www.leboncoin.fr/voitures/718372123.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,8576.0,15450.0,14853.0,Plus cher,0175448164 ,Professionnel,48.7584721,2.3279962,http://www.leboncoin.fr/voitures/717997465.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2013,34608.0,14900.0,17089.0,Moins cher,0169754933 ,Professionnel,48.6741256,2.1455482,http://www.leboncoin.fr/voitures/717268959.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2013,35243.0,13990.0,13492.0,Plus cher,0161123085 ,Professionnel,48.7772276,1.9973063,http://www.leboncoin.fr/voitures/717565024.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,2.0,20780.0,15966.0,Plus cher,0139145454 ,Professionnel,48.9451442,2.1773671,http://www.leboncoin.fr/voitures/639368615.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2014,19414.0,16990.0,18638.0,Moins cher,0615872883 ,Professionnel,48.5175192,2.684649,http://www.leboncoin.fr/voitures/717156964.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2013,11440.0,19450.0,15390.0,Plus cher,0156837400 ,Professionnel,48.8941822,2.2071125,http://www.leboncoin.fr/voitures/717153196.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,7200.0,17290.0,14811.0,Plus cher,0174037256 ,Professionnel,48.833209,2.2359802,http://www.leboncoin.fr/voitures/677421434.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,1000.0,17390.0,14618.0,Plus cher,0811708090 ,Professionnel,48.7884823,2.4567614,http://www.leboncoin.fr/voitures/710053405.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2013,3256.0,18490.0,15136.0,Plus cher,0811708090 ,Professionnel,48.7898935,2.3894764,http://www.leboncoin.fr/voitures/608321935.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2014,19980.0,16890.0,18656.0,Moins cher,0148763773 ,Professionnel,48.8485075,2.4732309,http://www.leboncoin.fr/voitures/716847373.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2013,7933.0,18490.0,15281.0,Plus cher,0811708090 ,Professionnel,48.7898935,2.3894764,http://www.leboncoin.fr/voitures/624091625.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2014,19092.0,16890.0,18628.0,Moins cher,0148763773 ,Professionnel,48.8485075,2.4732309,http://www.leboncoin.fr/voitures/716847563.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,1500.0,17990.0,16012.0,Plus cher,0628537072 ,Professionnel,48.8790125,2.0743316,http://www.leboncoin.fr/voitures/716818392.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2014,8500.0,18290.0,18300.0,Moins cher,0811708090 ,Professionnel,48.7884823,2.4567614,http://www.leboncoin.fr/voitures/668763014.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2013,26145.0,15380.0,17385.0,Moins cher,0142531111 ,Professionnel,48.8140285,2.3157278,http://www.leboncoin.fr/voitures/716750703.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2013,20987.0,15850.0,17566.0,Moins cher,0142531111 ,Professionnel,48.8140285,2.3157278,http://www.leboncoin.fr/voitures/716750674.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2013,34808.0,16890.0,14807.0,Plus cher,0139192136 ,Professionnel,48.9969698,2.1026339,http://www.leboncoin.fr/voitures/716748488.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,8634.0,17290.0,14855.0,Plus cher,0146128847 ,Professionnel,48.8140285,2.3157278,http://www.leboncoin.fr/voitures/716749699.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2014,22119.0,15670.0,18582.0,Moins cher,0142531111 ,Professionnel,48.8140285,2.3157278,http://www.leboncoin.fr/voitures/716750690.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2014,9508.0,16880.0,18331.0,Moins cher,0142531111 ,Professionnel,48.8140285,2.3157278,http://www.leboncoin.fr/voitures/716750176.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2013,20248.0,15850.0,17592.0,Moins cher,0142531111 ,Professionnel,48.8140285,2.3157278,http://www.leboncoin.fr/voitures/716750682.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2013,25972.0,15750.0,17391.0,Moins cher,0142531111 ,Professionnel,48.8140285,2.3157278,http://www.leboncoin.fr/voitures/716750659.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2013,20272.0,15850.0,17591.0,Moins cher,0142531111 ,Professionnel,48.8140285,2.3157278,http://www.leboncoin.fr/voitures/716750664.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,6825.0,17800.0,16177.0,Plus cher,0183616192 ,Professionnel,48.9542785,2.9085362,http://www.leboncoin.fr/voitures/716409808.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,18718.0,16900.0,14922.0,Plus cher,0160059293 ,Professionnel,48.404676,2.70162,http://www.leboncoin.fr/voitures/716409767.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,1.0,17490.0,15966.0,Plus cher,0175951008 ,Professionnel,48.8834355,2.1082251,http://www.leboncoin.fr/voitures/716292133.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2013,30560.0,13900.0,17231.0,Moins cher,0169936710 ,Professionnel,48.7216892,2.2830555,http://www.leboncoin.fr/voitures/716161502.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,1.0,17490.0,15966.0,Plus cher,0175951008 ,Professionnel,48.8834355,2.1082251,http://www.leboncoin.fr/voitures/716292011.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,10.0,17490.0,15966.0,Plus cher,0175951008 ,Professionnel,48.8834355,2.1082251,http://www.leboncoin.fr/voitures/716292095.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,2.0,20780.0,15966.0,Plus cher,0139145454 ,Professionnel,48.9451442,2.1773671,http://www.leboncoin.fr/voitures/639368705.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,10506.0,17490.0,14913.0,Plus cher,0160059293 ,Professionnel,48.404676,2.70162,http://www.leboncoin.fr/voitures/715971571.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2013,29723.0,14850.0,17260.0,Moins cher,0142531111 ,Professionnel,48.8140285,2.3157278,http://www.leboncoin.fr/voitures/715940850.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2013,8090.0,16985.0,17231.0,Moins cher,0139754280 ,Professionnel,48.9138069,1.9566538,http://www.leboncoin.fr/voitures/715883857.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,9500.0,14990.0,16260.0,Moins cher,Inconnu,Professionnel,48.7980422,2.4800862,http://www.leboncoin.fr/voitures/715708234.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S LIFE ECO2,2014,100.0,19850.0,13001.0,Plus cher,0143240835 ,Professionnel,48.840305,2.5035059,http://www.leboncoin.fr/voitures/715527745.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S LIFE ECO2,2014,100.0,17990.0,13001.0,Plus cher,0143240835 ,Professionnel,48.840305,2.5035059,http://www.leboncoin.fr/voitures/715527716.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S LIFE ECO2,2014,100.0,17990.0,13001.0,Plus cher,0143240835 ,Professionnel,48.840305,2.5035059,http://www.leboncoin.fr/voitures/715527768.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,10.0,18511.0,14588.0,Plus cher,0175834788 ,Professionnel,48.7597821,2.3869428,http://www.leboncoin.fr/voitures/715050128.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,10.0,20220.0,15966.0,Plus cher,0175834788 ,Professionnel,48.7597821,2.3869428,http://www.leboncoin.fr/voitures/713800920.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,4896.0,17190.0,14739.0,Plus cher,0156837400 ,Professionnel,48.8941822,2.2071125,http://www.leboncoin.fr/voitures/713527442.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2013,10771.0,17900.0,15369.0,Plus cher,0130157765 ,Professionnel,48.8977009,2.1541059,http://www.leboncoin.fr/voitures/713332789.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,4500.0,20490.0,16105.0,Plus cher,0160625056 ,Professionnel,48.6996559,2.6118682,http://www.leboncoin.fr/voitures/713185422.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,8995.0,18980.0,16244.0,Plus cher,0160625056 ,Professionnel,48.6996559,2.6118682,http://www.leboncoin.fr/voitures/713185348.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2013,21050.0,16890.0,17564.0,Moins cher,0139754280 ,Professionnel,48.9138069,1.9566538,http://www.leboncoin.fr/voitures/713192162.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,8360.0,17790.0,14847.0,Plus cher,0178455073 ,Professionnel,48.8718722,2.3176432,http://www.leboncoin.fr/voitures/712684490.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S LIFE ECO2,2014,5250.0,17490.0,13160.0,Plus cher,0178455073 ,Professionnel,48.8718722,2.3176432,http://www.leboncoin.fr/voitures/712684522.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2013,15.0,17900.0,15036.0,Plus cher,0148941616 ,Professionnel,48.8855375,2.5075007,http://www.leboncoin.fr/voitures/675328982.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,10.0,17022.0,15966.0,Plus cher,0175834788 ,Professionnel,48.7597821,2.3869428,http://www.leboncoin.fr/voitures/712183274.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,10.0,19390.0,15966.0,Plus cher,0175834788 ,Professionnel,48.7597821,2.3869428,http://www.leboncoin.fr/voitures/712183142.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,10.0,17990.0,14588.0,Plus cher,0175834788 ,Professionnel,48.7597821,2.3869428,http://www.leboncoin.fr/voitures/712183405.htm?ca=12_s
0,ile_de_france,1.2 TCE 120 INTENS EDC Essence,2014,10.0,18150.0,18404.0,Moins cher,0175834788 ,Professionnel,48.7597821,2.3869428,http://www.leboncoin.fr/voitures/712183208.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,10.0,17820.0,14588.0,Plus cher,0175834788 ,Professionnel,48.7597821,2.3869428,http://www.leboncoin.fr/voitures/712183882.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,10.0,18264.0,15966.0,Plus cher,0175834788 ,Professionnel,48.7597821,2.3869428,http://www.leboncoin.fr/voitures/712183199.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2013,19900.0,15880.0,17597.0,Moins cher,0139145454 ,Professionnel,48.9451442,2.1773671,http://www.leboncoin.fr/voitures/711682977.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,8860.0,16900.0,14862.0,Plus cher,0139316439 ,Professionnel,49.0154618,2.1940362,http://www.leboncoin.fr/voitures/643115366.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2013,9360.0,16900.0,17271.0,Moins cher,0139316439 ,Professionnel,49.0154618,2.1940362,http://www.leboncoin.fr/voitures/643115288.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2013,17431.0,16980.0,17521.0,Moins cher,0615872883 ,Professionnel,48.5175192,2.684649,http://www.leboncoin.fr/voitures/711007186.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,10.0,16970.0,15966.0,Plus cher,0184141900 ,Professionnel,48.921454,2.8083725,http://www.leboncoin.fr/voitures/710622042.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,221.0,19990.0,15972.0,Plus cher,0160657097 ,Professionnel,48.52592,2.5345052,http://www.leboncoin.fr/voitures/605017704.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,17421.0,18680.0,16346.0,Plus cher,0160625056 ,Professionnel,48.6996559,2.6118682,http://www.leboncoin.fr/voitures/710202018.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,185.0,19590.0,15971.0,Plus cher,0130282837 / 0139374488 ,Professionnel,49.165129,2.2963347,http://www.leboncoin.fr/voitures/708897170.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,23788.0,15990.0,14745.0,Plus cher,0175448164 ,Professionnel,48.7584721,2.3279962,http://www.leboncoin.fr/voitures/708479511.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,10.0,19182.0,15966.0,Plus cher,0175834788 ,Professionnel,48.7597821,2.3869428,http://www.leboncoin.fr/voitures/707859871.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2013,29177.0,14880.0,17279.0,Moins cher,0169340404 ,Professionnel,48.6875788,2.2301132,http://www.leboncoin.fr/voitures/708105308.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2013,41494.0,13900.0,13273.0,Plus cher,0161123085 ,Professionnel,48.7772276,1.9973063,http://www.leboncoin.fr/voitures/707272781.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2013,37929.0,13990.0,13398.0,Plus cher,0161123085 ,Professionnel,48.7772276,1.9973063,http://www.leboncoin.fr/voitures/707273263.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2013,19852.0,16990.0,17596.0,Moins cher,0174076006 ,Professionnel,48.857993,2.381153,http://www.leboncoin.fr/voitures/707273898.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2013,40375.0,13990.0,13312.0,Plus cher,0161123085 ,Professionnel,48.7772276,1.9973063,http://www.leboncoin.fr/voitures/707273008.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,3863.0,17890.0,14707.0,Plus cher,0174076006 ,Professionnel,48.857993,2.381153,http://www.leboncoin.fr/voitures/706853442.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,10.0,18990.0,15966.0,Plus cher,0681847577 ,Professionnel,48.3694118,2.1171631,http://www.leboncoin.fr/voitures/687544091.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2013,18805.0,16490.0,17563.0,Moins cher,0174076006 ,Professionnel,48.857993,2.381153,http://www.leboncoin.fr/voitures/687481604.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,10.0,18600.0,15966.0,Plus cher,Inconnu,Professionnel,48.893189,2.2878508,http://www.leboncoin.fr/voitures/705359099.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2014,19199.0,16980.0,18632.0,Moins cher,0615872883 ,Professionnel,48.5175192,2.684649,http://www.leboncoin.fr/voitures/705154889.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,3457.0,16990.0,14695.0,Plus cher,0175448151 ,Professionnel,48.8051741,2.1219587,http://www.leboncoin.fr/voitures/686827490.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2013,23167.0,15980.0,17490.0,Moins cher,0615872883 ,Professionnel,48.5175192,2.684649,http://www.leboncoin.fr/voitures/686787734.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,170.0,19590.0,15971.0,Plus cher,0130282836 / 0139374488 ,Professionnel,49.165129,2.2963347,http://www.leboncoin.fr/voitures/704870064.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,3080.0,18990.0,16061.0,Plus cher,0160926972 ,Professionnel,48.6741256,2.1455482,http://www.leboncoin.fr/voitures/686469068.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,10.0,16900.0,14588.0,Plus cher,0175448151 ,Professionnel,48.8051741,2.1219587,http://www.leboncoin.fr/voitures/668061992.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,5780.0,17890.0,14767.0,Plus cher,0178455073 ,Professionnel,48.8718722,2.3176432,http://www.leboncoin.fr/voitures/704830645.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S LIFE ECO2,2014,10.0,14800.0,12998.0,Plus cher,0140709104 ,Professionnel,48.8585799,2.2847017,http://www.leboncoin.fr/voitures/704350135.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,1250.0,17800.0,16004.0,Plus cher,0682208820 ,Professionnel,48.6280893,2.4429211,http://www.leboncoin.fr/voitures/703911057.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,7900.0,18390.0,16210.0,Plus cher,Inconnu,Particulier,48.7056179,2.0700366,http://www.leboncoin.fr/voitures/702652723.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2013,16500.0,14000.0,14148.0,Moins cher,Inconnu,Particulier,48.893189,2.2878508,http://www.leboncoin.fr/voitures/726538908.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,4000.0,15500.0,14711.0,Plus cher,Inconnu,Particulier,48.8051741,2.1219587,http://www.leboncoin.fr/voitures/726522396.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S LIFE ECO2,2014,1800.0,20300.0,13053.0,Plus cher,Inconnu,Particulier,48.7707356,2.0803619,http://www.leboncoin.fr/voitures/726354501.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,5950.0,17900.0,16150.0,Plus cher,Inconnu,Particulier,48.7135995,2.1819647,http://www.leboncoin.fr/voitures/723145508.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,6100.0,17300.0,14777.0,Plus cher,Inconnu,Particulier,48.9426191,1.730007,http://www.leboncoin.fr/voitures/726093734.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2013,20500.0,16300.0,14008.0,Plus cher,Inconnu,Particulier,48.6057057,2.3127207,http://www.leboncoin.fr/voitures/725664067.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,6700.0,15790.0,14795.0,Plus cher,Inconnu,Particulier,48.7969265,2.0209686,http://www.leboncoin.fr/voitures/724791268.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2013,14000.0,13500.0,15469.0,Moins cher,Inconnu,Particulier,48.8941822,2.2071125,http://www.leboncoin.fr/voitures/724117231.htm?ca=12_s
0,ile_de_france,1.2 TCE 120 INTENS EDC Essence,2014,7600.0,18400.0,18639.0,Moins cher,Inconnu,Particulier,48.9969698,2.1026339,http://www.leboncoin.fr/voitures/724563243.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,3000.0,15300.0,14680.0,Plus cher,Inconnu,Particulier,49.0389695,1.6968391,http://www.leboncoin.fr/voitures/724360606.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,5000.0,18800.0,16120.0,Plus cher,Inconnu,Particulier,48.5190139,2.3890377,http://www.leboncoin.fr/voitures/724063182.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,9000.0,18500.0,16244.0,Plus cher,Inconnu,Particulier,49.0331671,2.0547222,http://www.leboncoin.fr/voitures/723658089.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,4500.0,17600.0,16105.0,Plus cher,Inconnu,Particulier,48.819458,1.8778574,http://www.leboncoin.fr/voitures/723480375.htm?ca=12_s
0,ile_de_france,1.2 TCE 120 INTENS EDC Essence,2014,4000.0,19000.0,18527.0,Plus cher,Inconnu,Particulier,48.680249,2.3467281,http://www.leboncoin.fr/voitures/721875465.htm?ca=12_s
0,ile_de_france,1.2 TCE 120 INTENS EDC Essence,2014,3500.0,18900.0,18512.0,Plus cher,0143828979 ,Particulier,48.7408772,2.4498386,http://www.leboncoin.fr/voitures/721736797.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S LIFE ECO2,2014,1300.0,18400.0,13038.0,Plus cher,Inconnu,Particulier,48.5682762,2.1763751,http://www.leboncoin.fr/voitures/721356492.htm?ca=12_s
0,ile_de_france,1.2 TCE 120 INTENS EDC Essence,2014,3500.0,18500.0,18512.0,Moins cher,Inconnu,Particulier,48.8559676,1.7968829,http://www.leboncoin.fr/voitures/720907121.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2013,8200.0,16200.0,15290.0,Plus cher,Inconnu,Particulier,48.9426191,1.730007,http://www.leboncoin.fr/voitures/719537045.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2013,6400.0,18000.0,15234.0,Plus cher,0679486662 / 0130952909 ,Particulier,48.9606903,1.8648929,http://www.leboncoin.fr/voitures/719424972.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2013,8500.0,17500.0,15299.0,Plus cher,Inconnu,Particulier,48.9731764,1.7096022,http://www.leboncoin.fr/voitures/673173569.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,6000.0,17200.0,16151.0,Plus cher,Inconnu,Particulier,48.9590265,1.9653692,http://www.leboncoin.fr/voitures/718958212.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,6000.0,15500.0,14773.0,Plus cher,Inconnu,Particulier,48.8132378,1.9497316,http://www.leboncoin.fr/voitures/716028522.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2013,23000.0,16900.0,13920.0,Plus cher,Inconnu,Particulier,49.1462436,2.2268221,http://www.leboncoin.fr/voitures/718443363.htm?ca=12_s
