indx,City,Kms,Lat,Lon,Model,PCode,Phone,Price,User,Year,Argus,cCher
195,Sartrouville,2,48.941106,2.158431,Renault Captur 1.5 DCI 90 INTENS EDC,78500,0139145454,20780,Pro,2014,17500.0,True
196,Noisiel,10506,48.85478,2.628701,Renault Captur dCi 90 Energy S&S eco2 Zen 5P,77186,0160059293,17490,Pro,2014,16000.0,True
197,Montrouge,29723,48.816363,2.317384,Renault Captur 1.5 DCI 90 BUSINESS S&S ECO²,92120,0142531111,14850,Pro,2013,16100.0,False
198,Orgeval,8090,48.918524,1.96978,Renault Captur dCi 90 Energy Business,78630,0139754280,16985,Pro,2013,16100.0,True
199,Saint-Maur-des-Fossés,9500,48.8029439,2.485429,Renault captur 0.9 tce 90 energy 5cv intens,94100,[],14990,Pro,2014,15500.0,False
200,Le Perreux-sur-Marne,100,48.841386,2.504038,Renault Captur,94170,0143240835,19850,Pro,2014,16100.0,True
201,Le Perreux-sur-Marne,100,48.841386,2.504038,Renault Captur,94170,0143240835,17990,Pro,2014,16100.0,True
202,Le Perreux-sur-Marne,100,48.841386,2.504038,Renault Captur,94170,0143240835,17990,Pro,2014,16100.0,True
203,Le Plessis-Robinson,6200,48.780426,2.266257,CAPTUR INTENS Dci 90cv,92350,0650444768,18700,Par,2014,17700.0,True
204,Colombes,21500,48.9220615,2.2533313,RENAULT CAPTUR 1.5 Dci 90 ENERGY S&S BUSINESS ECO2,92700,[],16500,Par,2013,16100.0,True
205,Villepreux,3880,48.8301019,2.005269,Renault Captur Intens EDC auto 90ch dCI R-Link,78450,[],20300,Par,2014,17500.0,True
206,Saint-Rémy-lès-Chevreuse,15000,48.7025751,2.0696133,Captur intens energy dci 90,78470,[],18000,Par,2013,17700.0,True
207,Saint-Rémy-lès-Chevreuse,9999,48.7025751,2.0696133,Captur dci Intens noir/blanc caméra recul,78470,[],16690,Par,2013,17700.0,False
208,Thiais,10,48.760344,2.387405,Renault Captur,94320,0175834788,19252,Pro,2014,16100.0,True
209,Nanterre,4896,48.892423,2.215331,Renault Captur dCi 90 Energy Zen S&S eco2,92000,0156837400,16890,Pro,2014,16000.0,True
210,Chatou,10771,48.896391,2.160098,Renault Captur dCi 90 Energy Intens S&S eco2,78400,0130157765,17900,Pro,2013,17700.0,True
211,Brie-Comte-Robert,4500,48.6912267,2.6103697,Renault Captur dCi 90 Intens EDC,77170,0160625056,20490,Pro,2014,17500.0,True
212,Brie-Comte-Robert,8995,48.6912267,2.6103697,Renault Captur dCi 90 Energy Intens S&S eco2,77170,0160625056,18980,Pro,2014,17700.0,True
213,Orgeval,21050,48.918524,1.96978,Renault Captur dCi 90 Energy Business,78630,0139754280,16890,Pro,2013,16100.0,True
214,Paris,8360,48.856614,2.3522219,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,75008,0178455073,17790,Pro,2014,16000.0,True
215,Paris,5250,48.856614,2.3522219,Renault Captur TCE 90 ENERGY S&S ECO2 INTENS,75008,0178455073,17490,Pro,2014,15500.0,True
216,Villemomble,15,48.886727,2.505069,Renault Captur dCi 90 Energy Intens S&S eco²,93250,0148941616,17900,Pro,2013,17700.0,True
217,Thiais,10,48.760344,2.387405,Renault Captur Intens TCe 90,94320,0175834788,17422,Pro,2014,15500.0,True
218,Thiais,10,48.760344,2.387405,Renault Captur Intens dCi 90 EDC,94320,0175834788,19720,Pro,2014,17500.0,True
219,Thiais,10,48.760344,2.387405,Renault Captur Zen dCi 90 EDC,94320,0175834788,18442,Pro,2014,16200.0,True
220,Thiais,10,48.760344,2.387405,Renault Captur Intens TCe 120 EDC,94320,0175834788,18436,Pro,2014,17800.0,True
221,Nointel,18500,49.37433,2.485642,RENAULT CAPTUR Intens TCe 120 EDC,95590,[],17730,Par,2013,17800.0,False
222,Thiais,10,48.760344,2.387405,Renault Captur Zen dCi 90,94320,0175834788,18220,Pro,2014,16000.0,True
223,Thiais,10,48.760344,2.387405,Renault Captur Intens dCi 90,94320,0175834788,18664,Pro,2014,17700.0,True
224,Sartrouville,19900,48.941106,2.158431,Renault Captur,78500,0139145454,15880,Pro,2013,16100.0,False
225,Beauchamp,8860,49.015751,2.191521,Renault Captur dCi 90 Energy Zen S&S eco2,95250,0139316439,16900,Pro,2014,16000.0,True
226,Beauchamp,9360,49.015751,2.191521,Renault Captur dCi 90 Energy Business,95250,0139316439,16900,Pro,2013,16100.0,True
227,Antony,6950,48.759255,2.302553,Renault Captur Tce 120 EDC Intens,92160,[],18300,Par,2013,17800.0,True
228,Melun,17431,48.542105,2.6554,Renault Captur dCi 90 Energy Business,77000,0615872883,16980,Pro,2013,16100.0,True
229,Isles-lès-Villenoy,10,48.911358,2.8281139,Renault Captur 0.9 TCe Energy 90ch INTENS M/5,77450,0184141900,16970,Pro,2014,15500.0,True
230,Boissise-le-Roi,221,48.526605,2.571664,Renault Captur INTENS ENERGY DCI 90CH,77310,0160657097,19990,Pro,2014,17700.0,True
231,Brie-Comte-Robert,17421,48.6912267,2.6103697,Renault Captur dCi 90 Intens EDC,77170,0160625056,18680,Pro,2014,17500.0,True
232,Gargenville,6500,48.991435,1.809326,Voiture renault captur,78440,[],18500,Par,2014,16100.0,True
233,Persan,185,49.152233,2.269571,Renault Captur DCI 90 ENERGY INTENS S&S ECO2,95340,0130282837,19590,Pro,2014,17700.0,True
234,Fresnes,23788,48.757205,2.326243,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,94260,0175448164,15990,Pro,2014,16000.0,False
235,Les Clayes-sous-Bois,20411,48.82342,1.976374,Renault Captur,78340,[],18200,Par,2014,16100.0,True
236,Courbevoie,1000,48.900552,2.25929,Renault Captur Intens EDC 90ch dCI R-Link,92400,[],16500,Par,2014,17500.0,False
237,Saint-Denis,15500,48.936181,2.357443,Renault Captur,93200,[],15500,Par,2013,16100.0,False
238,Thiais,10,48.760344,2.387405,Renault Captur Intens dCi 90,94320,0175834788,19582,Pro,2014,17700.0,True
239,Villebon-sur-Yvette,29177,48.6964029,2.236654,Renault Captur dCi 90 Energy Business,91140,0169340404,14880,Pro,2013,16100.0,False
240,Paris,7800,48.856614,2.3522219,Renault Captur TCE 90,75011,[],16300,Par,2013,16100.0,True
241,Trappes,41494,48.776731,2.001844,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,78190,0161123085,13900,Pro,2013,16000.0,False
242,Trappes,37929,48.776731,2.001844,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,78190,0161123085,13990,Pro,2013,16000.0,False
243,Paris,19852,48.856614,2.3522219,Renault Captur DCI 90 ENERGY BUSINESS,75011,0174076006,16990,Pro,2013,16100.0,True
244,Crosne,10000,48.720171,2.461891,Renault captur TCE 90 Intens,91560,[],16550,Par,2013,15500.0,True
245,Trappes,40375,48.776731,2.001844,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,78190,0161123085,13990,Pro,2013,16000.0,False
246,Epinay-sous-Sénart,8800,48.693052,2.515825,RENAULT CAPTUR INTENS dCi90 /8800km UNICOLORE NOIR,91860,[],16800,Par,2013,15500.0,True
247,Paris,3863,48.856614,2.3522219,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,75011,0174076006,17890,Pro,2014,16000.0,True
248,Rambouillet,2100,48.643868,1.829079,Captur Renault,78120,[],16200,Par,2014,16100.0,True
249,Paris,18805,48.856614,2.3522219,Renault Captur DCI 90 ENERGY BUSINESS,75011,0174076006,16490,Pro,2013,16100.0,True
250,Elancourt,19000,48.782907,1.960077,RENAULT CAPTUR 2014- 1.5dci 90 Energy&intens eco²,78990,[],19000,Par,2014,16100.0,True
251,Levallois-Perret,10,48.893217,2.287864,Renault captur 1.5 dci 90 energy s&s intens eco2,92300,[],18600,Pro,2014,17700.0,True
252,Melun,19199,48.542105,2.6554,Renault Captur dCi 90 Energy Business,77000,0615872883,16980,Pro,2014,16100.0,True
253,Versailles,3457,48.801408,2.130122,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,78000,0175448151,16990,Pro,2014,16000.0,True
254,Persan,170,49.152233,2.269571,Renault Captur DCI 90 ENERGY INTENS S&S ECO2,95340,0130282836,19590,Pro,2014,17700.0,True
255,Les Ulis,3080,48.6792779,2.16647,Renault Captur dCi 90 Intens EDC,91940,0160926972,18990,Pro,2014,17500.0,True
256,Versailles,10,48.801408,2.130122,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,78000,0175448151,16900,Pro,2014,16000.0,True
257,Paris,5780,48.856614,2.3522219,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,75008,0178455073,17890,Pro,2014,16000.0,True
258,Rosny-sous-Bois,12500,48.875661,2.485932,Renault Captur Intens DCi 90 Eco2,93110,[],17000,Par,2013,17700.0,False
259,Cagnes-sur-Mer,10,43.663739,7.14882,Renault Captur TCE 90 ENERGY S&S ECO2 ZEN,06800,0422170093,16990,Pro,2014,14200.0,True
260,Gap,3714,44.559638,6.079758,Renault Captur dCi 90 Energy S&S eco2 Intens,05000,0628436660,19690,Pro,2014,17700.0,True
261,Aix-en-Provence,22900,43.529742,5.447427,Renault captur dci 90 business gps,13090,[],15990,Pro,2013,17600.0,False
262,Fréjus,10000,43.433152,6.737034,RENAULT CAPTUR DCI 90 ENERGY ECO2 INTENS S-S 4x2,83600,[],18000,Par,2014,17700.0,True
263,Nice,13400,43.7101728,7.2619532,Captur intens tce 90 - echange possible,06300,[],14990,Par,2013,15500.0,False
264,Cannes,18182,43.552847,7.017369,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,06400,0422170107,16600,Pro,2014,16000.0,True
265,Le Pontet,32020,43.9591489,4.863831,Renault captur 1.5 dci 90 energy s&s business eco2,84130,0625982919,14990,Pro,2013,16100.0,False
266,Aix-en-Provence,6002,43.529742,5.447427,Renault Captur dCi 90 Energy Business S&S eco²,13100,0825809109,14800,Pro,2014,16100.0,False
267,Vitrolles,10000,43.458598,5.249703,Renault Captur DCI 90 ENERGY INTENS S&S ECO²,13127,0486802083,19300,Pro,2014,17700.0,True
268,Fréjus,15500,43.433152,6.737034,CAPTUR TCE INTENS 2013 - 15500 Kms,83600,[],17100,Par,2013,15500.0,True
269,Hyères,18352,43.120541,6.128639,Renault Captur dCi 90 Energy Business S&S eco²,83400,0825809109,14800,Pro,2014,16100.0,False
270,Nice,11888,43.7101728,7.2619532,Renault Captur dCi 90 Energy Business S&S eco²,06000,0825809109,14800,Pro,2014,16100.0,False
271,Marseille,13055,43.296482,5.36978,Renault Captur dCi 90 Energy Business S&S eco²,13001,0825809109,14800,Pro,2014,16100.0,False
272,Marignane,17078,43.4212739,5.218332,Renault Captur dCi 90 Energy Business S&S eco²,13700,0825809109,14800,Pro,2014,16100.0,False
273,Hyères,16046,43.120541,6.128639,Renault Captur dCi 90 Energy Business S&S eco²,83400,0825809109,14800,Pro,2014,16100.0,False
274,Nice,10773,43.7101728,7.2619532,Renault Captur dCi 90 Energy Business S&S eco²,06000,0825809109,14800,Pro,2014,16100.0,False
275,Aix-en-Provence,25313,43.529742,5.447427,Renault Captur dCi 90 Energy Business S&S eco²,13100,0686038342,13400,Pro,2013,16100.0,False
276,Marignane,20078,43.4212739,5.218332,Renault Captur dCi 90 Energy Business S&S eco²,13700,0825809109,14500,Pro,2014,16100.0,False
277,Aix-en-Provence,15948,43.529742,5.447427,Renault Captur dCi 90 Energy Business S&S eco²,13100,0675010042,14800,Pro,2014,16100.0,False
278,Marignane,10241,43.4212739,5.218332,Renault Captur dCi 90 Energy Business S&S eco²,13700,0825809109,14800,Pro,2014,16100.0,False
279,Nice,17147,43.7101728,7.2619532,Renault Captur dCi 90 Energy Business S&S eco²,06000,0825809109,14800,Pro,2014,16100.0,False
280,Marignane,20087,43.4212739,5.218332,Renault Captur dCi 90 Energy Business S&S eco²,13700,0825809109,13900,Pro,2013,16100.0,False
281,Nice,13268,43.7101728,7.2619532,Renault Captur dCi 90 Energy Business S&S eco²,06000,0825809109,14800,Pro,2014,16100.0,False
282,Aix-en-Provence,22466,43.529742,5.447427,Renault Captur dCi 90 Energy Business S&S eco²,13100,0825809109,13700,Pro,2013,16100.0,False
283,Marseille,11841,43.296482,5.36978,Renault Captur dCi 90 Energy Business S&S eco²,13001,0825809109,14800,Pro,2014,16100.0,False
284,Nice,9545,43.7101728,7.2619532,Renault Captur dCi 90 Energy Business S&S eco²,06000,0825809109,14800,Pro,2014,16100.0,False
285,Cannes,16816,43.552847,7.017369,Renault Captur dCi 90 Energy Business S&S eco²,06400,0825809109,14800,Pro,2014,16100.0,False
286,Aix-en-Provence,19206,43.529742,5.447427,Renault Captur dCi 90 Energy Business S&S eco²,13100,0825809109,14800,Pro,2014,16100.0,False
287,Hyères,15998,43.120541,6.128639,Renault Captur dCi 90 Energy Business S&S eco²,83400,0825809109,14800,Pro,2014,16100.0,False
288,Nice,11200,43.7101728,7.2619532,Renault Captur dCi 90 Energy Business S&S eco²,06200,0825809109,14800,Pro,2014,16100.0,False
289,Toulon,19000,43.124228,5.928,Renault Captur dCi 90 Energy Business S&S eco²,83000,0825809109,14800,Pro,2014,16100.0,False
290,Cavaillon,15798,43.8366045,5.0407814,Renault Captur dCi 90 Energy Business S&S eco²,84300,0825809109,14800,Pro,2014,16100.0,False
291,Cannes,18155,43.552847,7.017369,Renault Captur dCi 90 Energy Business S&S eco²,06400,0825809109,14800,Pro,2014,16100.0,False
292,Nice,17190,43.7101728,7.2619532,Renault Captur dCi 90 Energy Business S&S eco²,06000,0825809109,14800,Pro,2014,16100.0,False
293,Marignane,16357,43.4212739,5.218332,Renault Captur dCi 90 Energy Business S&S eco²,13700,0825809109,14800,Pro,2014,16100.0,False
294,Nice,13785,43.7101728,7.2619532,Renault Captur dCi 90 Energy Business S&S eco²,06000,0825809109,14800,Pro,2014,16100.0,False
295,Miramas,10,43.588896,5.002136,Renault Captur DCI 90 ENERGY INTENS S&S,13140,0482792079,18990,Pro,2014,17700.0,True
296,Roquebrune-sur-Argens,5,43.443408,6.637682,Renault Captur NEUF 1.5 DCI 90 INTENS ENERGY,83520,8352000001,18990,Pro,2014,17700.0,True
297,La Seyne-sur-Mer,14600,43.102976,5.878219,Renault Captur Intens DCI Super Affaire,83500,[],16900,Par,2013,17700.0,False
298,Aix-en-Provence,1,43.529742,5.447427,Renault Captur DCI90 ENER. S/S SL H.H 0KM,13100,0476523234,19990,Pro,-1,16100.0,True
299,Vitrolles,13500,43.458598,5.249703,Captur Intens Energy dCi 90ch,13127,[],16700,Par,2013,17700.0,False
300,Aix-en-Provence,19076,43.529742,5.447427,Renault Captur dCi 90 Energy Business S&S eco²,13090,0811708090,17490,Pro,2014,16100.0,True
301,Arles,19327,43.676647,4.6277769,Renault Captur dCi 90 Energy Business,13200,0490188023,15490,Pro,2013,16100.0,False
302,Marseille,13000,43.296482,5.36978,Renault captur 1.2 tce 120 intens edc,13012,[],16990,Pro,2013,17800.0,False
303,Hyères,12020,43.120541,6.128639,Renault captur intens 120 cv tce,83400,[],16900,Pro,2013,17800.0,False
304,Aix-en-Provence,10,43.529742,5.447427,Renault Captur ZEN Energy dCi 90 éco2,13090,0811708090,20200,Pro,2013,16000.0,True
305,Avignon,16209,43.949317,4.805528,Renault Captur TCe 90 Energy Zen S&S eco²,84000,0811708090,14990,Pro,2013,14200.0,True
306,Hyères,23000,43.120541,6.128639,Renault captur intense 1.5 dci,83400,[],17000,Par,2013,18300.0,False
307,Cagnes-sur-Mer,10,43.663739,7.14882,Renault Captur TCE 90 ENERGY S&S ECO2 ZEN,06800,0422170093,16990,Pro,2014,14200.0,True
308,Cagnes-sur-Mer,10,43.663739,7.14882,Renault Captur DCI 90 ENERGY S&S ECO2 INTENS,06800,0422170093,20990,Pro,2014,17700.0,True
309,Hyères,19500,43.120541,6.128639,Renault Captur dci 90 Energy Zen,83400,[],15800,Pro,2013,16000.0,False
310,Toulon,9950,43.124228,5.928,Renault Captur,83000,[],19500,Par,2014,16100.0,True
311,Ceyreste,26000,43.221502,5.634811,Renault captur,13600,[],15900,Par,2013,16100.0,False
312,Cannes,4363,43.552847,7.017369,Renault Captur DCI 90 ENERGY S&S ECO2 INTENS,06400,0422170107,19900,Pro,2014,17700.0,True
313,Draguignan,5,43.5377269,6.464993,Renault Captur 1.5 DCI 90 INTENS ENERGY Intens s s,83300,8330000000,18490,Pro,2014,17700.0,True
314,Cagnes-sur-Mer,5026,43.663739,7.14882,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,06800,0422170093,17490,Pro,2014,16000.0,True
315,La Valette-du-Var,9,43.13824,5.9875844,Renault Captur DCI 90 ZEN EDC,83160,0422170181,19500,Pro,2014,16200.0,True
316,Marignane,4689,43.4212739,5.218332,Renault Captur dCi 90 Intens EDC,13700,0608929780,19790,Pro,2014,17500.0,True
317,Marignane,17147,43.4212739,5.218332,Renault Captur dCi 90 Energy S&S eco2 Zen,13700,0608929780,16890,Pro,2014,16000.0,True
318,Vitrolles,19239,43.458598,5.249703,Renault Captur dCi 90 Energy Business,13127,0613920082,16990,Pro,2014,16100.0,True
319,Cannes,3251,43.552847,7.017369,Renault Captur DCI 90 ENERGY S&S ECO2 INTENS,06400,0422170107,18800,Pro,2014,17700.0,True
320,Coudoux,22000,43.558086,5.251238,Renault captur,13111,0615065363,16100,Par,2013,16100.0,False
321,Aubagne,11,43.2926781,5.5676425,Renault Captur DCI 90 ENERGY S&S ECO2 INTENS,13400,0422170191,18900,Pro,2014,17700.0,True
322,Serres,23000,41.090923,23.5413198,Renault captur 2013,05700,[],15900,Par,2013,16100.0,False
323,Gap,10891,44.559638,6.079758,Renault Captur dCi 90 Zen EDC,05000,0628436660,18990,Pro,2014,16200.0,True
324,La Valette-du-Var,16769,43.13824,5.9875844,Renault Captur TCE 120 INTENS EDC,83160,0422170181,18400,Pro,2013,17800.0,True
325,Aubagne,25155,43.2926781,5.5676425,Renault Captur DCI 90 ENERGY BUSINESS,13400,0422170191,16200,Pro,2013,16100.0,True
326,Cannes,6012,43.552847,7.017369,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,06400,0422170107,17600,Pro,2014,16000.0,True
327,Draguignan,15,43.5377269,6.464993,Captur tce 120ch zen edc,83300,[],17890,Pro,2014,16000.0,True
328,Cagnes-sur-Mer,16527,43.663739,7.14882,Renault Captur DCI 90 ENERGY BUSINESS,06800,0422170093,16990,Pro,2014,16100.0,True
329,Draguignan,5,43.5377269,6.464993,Renault Captur 1.5 DCI 90 INTENS ENERGY Intens s s,83300,8330000001,18490,Pro,2014,17700.0,True
330,Roquebrune-sur-Argens,5,43.443408,6.637682,Renault Captur Tce 120 INTENS EDC,83520,8352000005,19590,Pro,2014,17800.0,True
331,Marseille,40849,43.296482,5.36978,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,13008,0422170199,14700,Pro,2013,16000.0,False
332,Cannes,3985,43.552847,7.017369,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,06400,0422170107,17900,Pro,2014,16000.0,True
333,Cannes,3640,43.552847,7.017369,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,06400,0422170107,17900,Pro,2014,16000.0,True
334,Gap,9954,44.559638,6.079758,Renault Captur intense,05000,0492533452,17400,Pro,2013,16100.0,True
335,Marignane,13576,43.4212739,5.218332,Renault Captur dCi 90 Energy S&S eco2 Intens,13700,0608929780,17990,Pro,2013,17700.0,True
336,Arles,23259,43.676647,4.6277769,Renault Captur dCi 90 Energy Business,13200,0490188023,16490,Pro,2013,16100.0,True
337,Manosque,29632,43.835744,5.790916,Renault Captur dCi 90 Energy S&S eco2 Zen,04100,0628436660,15990,Pro,2013,16000.0,False
338,Rognonas,28000,43.898503,4.803017,Renault captur intense diesel 2013,13870,[],17990,Par,2013,16100.0,True
339,Avignon,9500,43.949317,4.805528,Renault Captur TCE 90 ENERGY S&S ECO2 ZEN,84000,0486877981,14990,Pro,2013,14200.0,True
340,La Destrousse,10,43.376874,5.605345,Renault captur dci 90 energy intens s&s gps neuf,13112,[],19780,Pro,2014,17700.0,True
341,Avignon,11900,43.949317,4.805528,Renault Captur dCi 90 Energy Zen S&S eco2,84000,0624646507,16900,Pro,2013,16000.0,True
342,Fréjus,1222,43.433152,6.737034,Renault captur tce 120ch intens boite edc,83600,0669509220,19900,Pro,2014,17800.0,True
343,Venelles,300,43.598546,5.4847245,Renault Captur DCI 90 ENERGY INTENS S&S ECO²,13770,0625620029,19990,Pro,2014,17700.0,True
344,Carpentras,9548,44.0555639,5.048722,Renault Captur BUSINESS dCi 90 Energy Business,84200,0640226880,16500,Pro,2014,16100.0,True
345,Bollène,19279,44.280508,4.748966,Renault Captur dCi 90 Energy S&S eco2 Intens,84500,0634239821,16990,Pro,2013,17700.0,False
346,Bollène,9739,44.280508,4.748966,Renault Captur BUSINESS dCi 90 Energy Business,84500,0634239821,16100,Pro,2013,16100.0,False
347,Cannes,26808,43.552847,7.017369,Renault Captur DCI 90 ENERGY S&S ECO2 INTENS,06400,0422170107,16900,Pro,2013,17700.0,False
348,Saint-Maximin-la-Sainte-Baume,29000,43.452497,5.864004,Renault captur,83470,[],14900,Par,2013,16100.0,False
349,Orange,10,33.7877944,-117.8531119,Renault Captur TCe 90 Energy S&S eco2 Intens,84100,0607135149,16700,Pro,2014,15500.0,True
350,Cannes,5219,43.552847,7.017369,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,06400,0422170107,17900,Pro,2014,16000.0,True
351,Cavaillon,18670,43.8366045,5.0407814,Renault Captur dCi 90 Energy S&S eco2 Zen,84300,0490786363,16990,Pro,2014,16000.0,True
352,Cagnes-sur-Mer,8210,43.663739,7.14882,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,06800,0422170093,17490,Pro,2014,16000.0,True
353,Salon-de-Provence,5470,43.640199,5.097022,Renault Captur dCi 90 Energy S&S eco2 Zen,13300,0490421313,17900,Pro,2014,16000.0,True
354,Cannes,4733,43.552847,7.017369,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,06400,0422170107,18300,Pro,2014,16000.0,True
355,Antibes,40860,43.580418,7.125102,RENAULT CAPTUR Dci 90 Eco2 Business Energy,06600,[],15290,Pro,2013,16100.0,False
356,Cavaillon,18507,43.8366045,5.0407814,Renault Captur dCi 90 Business EDC,84300,0490786363,17490,Pro,2014,17600.0,False
357,Arles,11852,43.676647,4.6277769,Renault Captur dCi 90 Energy Business,13200,0490188023,17990,Pro,2014,16100.0,True
358,Martigues,10,43.404811,5.053728,Plusieurs Renault Captur Dci 90 Intense GPS Neuf,13500,[],18900,Pro,2014,18300.0,True
359,Lançon-Provence,10,43.591912,5.126824,Captur dCi 90 Intens EDC Navi Europe - Pack Techno,13680,[],21890,Pro,2014,17500.0,True
360,Salon-de-Provence,18637,43.640199,5.097022,Renault Captur dCi 90 Energy S&S eco2 Intens,13300,0490421313,18500,Pro,2014,17700.0,True
361,Vitrolles,10,43.458598,5.249703,Renault Captur DCI 90 ENERGY INTENS S&S ECO²,13127,0486802083,19900,Pro,2014,17700.0,True
362,Marignane,10,43.4212739,5.218332,Renault Captur dCi 90 Energy Intens S&S eco2,13700,0608929780,18990,Pro,2014,17700.0,True
363,La Ciotat,17913,43.173653,5.605155,Renault captur,13600,[],16200,Par,2013,16100.0,True
364,Aubagne,4535,43.2926781,5.5676425,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,13400,0422170191,17800,Pro,2014,16000.0,True
365,Port-de-Bouc,2400,43.405449,4.985931,Renault Captur dCi 90 Intens EDC eco²,13110,0442405353,20900,Pro,2014,17500.0,True
366,Simiane-Collongue,4500,43.429668,5.434833,Renault captur,13109,[],19200,Par,2014,16100.0,True
367,Fayence,28000,43.624076,6.694103,Renault captur,83440,[],14500,Par,2013,16100.0,False
368,La Seyne-sur-Mer,7450,43.102976,5.878219,Renault Captur TCe 120 Zen EDC,83500,0682177533,16500,Pro,2013,16000.0,True
369,Avignon,41573,43.949317,4.805528,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,84000,0486877981,14990,Pro,2013,16000.0,False
370,Marignane,1674,43.4212739,5.218332,Renault Captur TCe 90 Energy S&S eco2 Intens,13700,0608929780,16990,Pro,2014,15500.0,True
371,Cagnes-sur-Mer,20500,43.663739,7.14882,Renault Captur DCI 90 ENERGY BUSINESS,06800,0422170093,16990,Pro,2013,16100.0,True
372,Gardanne,24060,43.4525982,5.4717363,Renault Captur TCe 90 Energy Intens S&S eco2,13120,0442949596,15900,Pro,2013,15500.0,True
373,Le Pontet,24600,43.9591489,4.863831,Renault captur 1.5 dci 90 energy s&s business eco2,84130,0625982919,15790,Pro,2013,16100.0,False
374,Orange,21174,33.7877944,-117.8531119,Renault Captur BUSINESS dCi 90 Energy Business,84100,0612103931,15900,Pro,2013,16100.0,False
375,Cannes,19485,43.552847,7.017369,Renault Captur DCI 90 ENERGY BUSINESS,06400,0422170107,16800,Pro,2013,16100.0,True
376,Aix-en-Provence,29757,43.529742,5.447427,Renault Captur dCi 90 Energy Zen S&S eco²,13090,0442952895,15490,Pro,2013,16000.0,False
377,Antibes,18625,43.580418,7.125102,"RENAULT CAPTUR"" BUSINESS ENERGY DCi 90cv Eco2 """,06600,[],16990,Pro,2014,16100.0,True
378,Brignoles,19372,43.40655,6.061187,Renault Captur dCi 90 Energy Intens S&S eco²,83170,0494370125,17490,Pro,2013,17700.0,False
379,Valréas,3795,44.383724,4.989187,Renault Captur dCi 90 Energy Zen S&S eco²,84600,0490351460,17400,Pro,2013,16000.0,True
380,Aix-en-Provence,10000,43.529742,5.447427,Renault captur annee 2013,13090,[],17000,Par,2013,16100.0,True
381,Saint-Chamas,28000,43.550669,5.034508,Renault CAPTUR,13250,[],17500,Par,2013,16100.0,True
382,La Valette-du-Var,11003,43.13824,5.9875844,Renault Captur DCI 90 ENERGY BUSINESS,83160,0422170181,17900,Pro,2013,16100.0,True
383,Manosque,13500,43.835744,5.790916,Renault Captur dCi 90 Energy Intens S&S eco2,04100,0628436660,17990,Pro,2013,17700.0,True
384,La Valette-du-Var,17904,43.13824,5.9875844,Renault Captur DCI 90 ENERGY BUSINESS,83160,0422170181,17700,Pro,2013,16100.0,True
385,Manosque,14500,43.835744,5.790916,Renault Captur dCi 90 Energy S&S eco2 Zen,04100,0628436660,16490,Pro,2013,16000.0,True
386,Garéoult,30000,43.329229,6.045799,Renault Captur dCi 90 INTENS,83136,[],16900,Par,2013,17700.0,False
387,Draguignan,4250,43.5377269,6.464993,Captur 1.5l dci 90ch zen,83300,[],16990,Pro,2014,16000.0,True
388,Nice,16800,43.7101728,7.2619532,Renault captur 1.5 dci 90cv business 2014,06200,[],15850,Pro,2014,17600.0,False
389,Sainte-Maxime,16000,43.310184,6.640482,Captur intens cte 120,83120,[],17000,Par,2013,17800.0,False
390,Draguignan,11058,43.5377269,6.464993,Renault Captur TCe 90 Energy Zen S&S eco²,83300,0687808813,14990,Pro,2013,14200.0,True
391,Mougins,3895,43.6023319,7.006491,Renault Captur TCe 90 Energy Zen S&S eco²,06250,0422106388,14900,Pro,2013,14200.0,True
392,Fréjus,11225,43.433152,6.737034,Renault captur dci 90ch energy zen,83600,0669509220,15990,Pro,2013,16000.0,False
393,Lauris,40000,43.746982,5.313601,RENAULT CAPTUR INTENS DCI 90CV S&S Eco2,84360,[],16000,Par,2013,17700.0,False
394,Marignane,3962,43.4212739,5.218332,Renault Captur TCe 120 Zen EDC,13700,0608929780,16890,Pro,2014,16000.0,True
395,Cannes,5109,43.552847,7.017369,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,06400,0422170107,18290,Pro,2014,16000.0,True
396,Lançon-Provence,10,43.591912,5.126824,RENAULT CAPTUR LIFE + 1.5 DCI 90 ch à - 15%,13680,[],16990,Pro,2014,14600.0,True
