indx,City,Id,Kms,Lat,Lon,Model,PCode,Phone,Price,User,Year,Argus,cCher
190,Le Port-Marly,205,1,48.880777,2.110156,Renault Captur DCI 90 ENERGY INTENS S&S ECO²,78560,0175951008,17490,Pro,2014,17700.0,False
191,Germigny-l'Evêque,206,21000,48.993659,2.945494,Renault Captur DCI 90 ENERGY INTENS S&S R-LINK,77910,[],15900,Par,2013,17700.0,False
192,Le Port-Marly,207,1,48.880777,2.110156,Renault Captur DCI 90 ENERGY INTENS S&S ECO²,78560,0175951008,17490,Pro,2014,17700.0,False
193,Le Port-Marly,208,10,48.880777,2.110156,Renault Captur DCI 90 ENERGY INTENS S&S ECO²,78560,0175951008,17490,Pro,2014,17700.0,False
194,Magnanville,209,9500,48.969534,1.68413,Captur Intens Energy DCI 90,78200,[],17000,Par,2014,17700.0,False
195,Sartrouville,210,2,48.941106,2.158431,Renault Captur 1.5 DCI 90 INTENS EDC,78500,0139145454,20780,Pro,2014,17500.0,True
196,Noisiel,211,10506,48.85478,2.628701,Renault Captur dCi 90 Energy S&S eco2 Zen 5P,77186,0160059293,17490,Pro,2014,16000.0,True
197,Montrouge,212,29723,48.816363,2.317384,Renault Captur 1.5 DCI 90 BUSINESS S&S ECO²,92120,0142531111,14850,Pro,2013,16100.0,False
198,Orgeval,213,8090,48.918524,1.96978,Renault Captur dCi 90 Energy Business,78630,0139754280,16985,Pro,2013,16100.0,True
199,Saint-Maur-des-Fossés,214,9500,48.8029439,2.485429,Renault captur 0.9 tce 90 energy 5cv intens,94100,[],14990,Pro,2014,15500.0,False
200,Le Perreux-sur-Marne,215,100,48.841386,2.504038,Renault Captur,94170,0143240835,19850,Pro,2014,16100.0,True
201,Le Perreux-sur-Marne,216,100,48.841386,2.504038,Renault Captur,94170,0143240835,17990,Pro,2014,16100.0,True
202,Le Perreux-sur-Marne,217,100,48.841386,2.504038,Renault Captur,94170,0143240835,17990,Pro,2014,16100.0,True
203,Le Plessis-Robinson,219,6200,48.780426,2.266257,CAPTUR INTENS Dci 90cv,92350,0650444768,18700,Par,2014,17700.0,True
204,Colombes,220,21500,48.9220615,2.2533313,RENAULT CAPTUR 1.5 Dci 90 ENERGY S&S BUSINESS ECO2,92700,[],16500,Par,2013,16100.0,True
205,Villepreux,221,3880,48.8301019,2.005269,Renault Captur Intens EDC auto 90ch dCI R-Link,78450,[],20300,Par,2014,17500.0,True
206,Saint-Rémy-lès-Chevreuse,223,15000,48.7025751,2.0696133,Captur intens energy dci 90,78470,[],18000,Par,2013,17700.0,True
207,Saint-Rémy-lès-Chevreuse,226,9999,48.7025751,2.0696133,Captur dci Intens noir/blanc caméra recul,78470,[],16690,Par,2013,17700.0,False
208,Thiais,228,10,48.760344,2.387405,Renault Captur,94320,0175834788,19252,Pro,2014,16100.0,True
209,Nanterre,229,4896,48.892423,2.215331,Renault Captur dCi 90 Energy Zen S&S eco2,92000,0156837400,16890,Pro,2014,16000.0,True
210,Chatou,230,10771,48.896391,2.160098,Renault Captur dCi 90 Energy Intens S&S eco2,78400,0130157765,17900,Pro,2013,17700.0,True
211,Brie-Comte-Robert,231,4500,48.6912267,2.6103697,Renault Captur dCi 90 Intens EDC,77170,0160625056,20490,Pro,2014,17500.0,True
212,Brie-Comte-Robert,232,8995,48.6912267,2.6103697,Renault Captur dCi 90 Energy Intens S&S eco2,77170,0160625056,18980,Pro,2014,17700.0,True
213,Orgeval,233,21050,48.918524,1.96978,Renault Captur dCi 90 Energy Business,78630,0139754280,16890,Pro,2013,16100.0,True
214,Paris,234,8360,48.856614,2.3522219,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,75008,0178455073,17790,Pro,2014,16000.0,True
215,Paris,235,5250,48.856614,2.3522219,Renault Captur TCE 90 ENERGY S&S ECO2 INTENS,75008,0178455073,17490,Pro,2014,15500.0,True
216,Villemomble,236,15,48.886727,2.505069,Renault Captur dCi 90 Energy Intens S&S eco²,93250,0148941616,17900,Pro,2013,17700.0,True
217,Thiais,237,10,48.760344,2.387405,Renault Captur Intens TCe 90,94320,0175834788,17422,Pro,2014,15500.0,True
218,Thiais,238,10,48.760344,2.387405,Renault Captur Intens dCi 90 EDC,94320,0175834788,19720,Pro,2014,17500.0,True
219,Thiais,239,10,48.760344,2.387405,Renault Captur Zen dCi 90 EDC,94320,0175834788,18442,Pro,2014,16200.0,True
220,Thiais,240,10,48.760344,2.387405,Renault Captur Intens TCe 120 EDC,94320,0175834788,18436,Pro,2014,17800.0,True
221,Nointel,241,18500,49.37433,2.485642,RENAULT CAPTUR Intens TCe 120 EDC,95590,[],17730,Par,2013,17800.0,False
222,Thiais,242,10,48.760344,2.387405,Renault Captur Zen dCi 90,94320,0175834788,18220,Pro,2014,16000.0,True
223,Thiais,243,10,48.760344,2.387405,Renault Captur Intens dCi 90,94320,0175834788,18664,Pro,2014,17700.0,True
224,Sartrouville,245,19900,48.941106,2.158431,Renault Captur,78500,0139145454,15880,Pro,2013,16100.0,False
225,Beauchamp,247,8860,49.015751,2.191521,Renault Captur dCi 90 Energy Zen S&S eco2,95250,0139316439,16900,Pro,2014,16000.0,True
226,Beauchamp,248,9360,49.015751,2.191521,Renault Captur dCi 90 Energy Business,95250,0139316439,16900,Pro,2013,16100.0,True
227,Antony,249,6950,48.759255,2.302553,Renault Captur Tce 120 EDC Intens,92160,[],18300,Par,2013,17800.0,True
228,Melun,250,17431,48.542105,2.6554,Renault Captur dCi 90 Energy Business,77000,0615872883,16980,Pro,2013,16100.0,True
229,Isles-lès-Villenoy,252,10,48.911358,2.8281139,Renault Captur 0.9 TCe Energy 90ch INTENS M/5,77450,0184141900,16970,Pro,2014,15500.0,True
230,Boissise-le-Roi,253,221,48.526605,2.571664,Renault Captur INTENS ENERGY DCI 90CH,77310,0160657097,19990,Pro,2014,17700.0,True
231,Brie-Comte-Robert,254,17421,48.6912267,2.6103697,Renault Captur dCi 90 Intens EDC,77170,0160625056,18680,Pro,2014,17500.0,True
232,Gargenville,256,6500,48.991435,1.809326,Voiture renault captur,78440,[],18500,Par,2014,16100.0,True
233,Persan,258,185,49.152233,2.269571,Renault Captur DCI 90 ENERGY INTENS S&S ECO2,95340,0130282837,19590,Pro,2014,17700.0,True
234,Fresnes,260,23788,48.757205,2.326243,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,94260,0175448164,15990,Pro,2014,16000.0,False
235,Les Clayes-sous-Bois,261,20411,48.82342,1.976374,Renault Captur,78340,[],18200,Par,2014,16100.0,True
236,Courbevoie,262,1000,48.900552,2.25929,Renault Captur Intens EDC 90ch dCI R-Link,92400,[],16500,Par,2014,17500.0,False
237,Saint-Denis,263,15500,48.936181,2.357443,Renault Captur,93200,[],15500,Par,2013,16100.0,False
238,Thiais,264,10,48.760344,2.387405,Renault Captur Intens dCi 90,94320,0175834788,19582,Pro,2014,17700.0,True
239,Villebon-sur-Yvette,265,29177,48.6964029,2.236654,Renault Captur dCi 90 Energy Business,91140,0169340404,14880,Pro,2013,16100.0,False
240,Paris,266,7800,48.856614,2.3522219,Renault Captur TCE 90,75011,[],16300,Par,2013,16100.0,True
241,Trappes,267,41494,48.776731,2.001844,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,78190,0161123085,13900,Pro,2013,16000.0,False
242,Trappes,268,37929,48.776731,2.001844,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,78190,0161123085,13990,Pro,2013,16000.0,False
243,Paris,269,19852,48.856614,2.3522219,Renault Captur DCI 90 ENERGY BUSINESS,75011,0174076006,16990,Pro,2013,16100.0,True
244,Crosne,270,10000,48.720171,2.461891,Renault captur TCE 90 Intens,91560,[],16550,Par,2013,15500.0,True
245,Trappes,271,40375,48.776731,2.001844,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,78190,0161123085,13990,Pro,2013,16000.0,False
246,Epinay-sous-Sénart,272,8800,48.693052,2.515825,RENAULT CAPTUR INTENS dCi90 /8800km UNICOLORE NOIR,91860,[],16800,Par,2013,15500.0,True
247,Paris,273,3863,48.856614,2.3522219,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,75011,0174076006,17890,Pro,2014,16000.0,True
248,Rambouillet,274,2100,48.643868,1.829079,Captur Renault,78120,[],16200,Par,2014,16100.0,True
249,Paris,275,18805,48.856614,2.3522219,Renault Captur DCI 90 ENERGY BUSINESS,75011,0174076006,16490,Pro,2013,16100.0,True
250,Elancourt,276,19000,48.782907,1.960077,RENAULT CAPTUR 2014- 1.5dci 90 Energy&intens eco²,78990,[],19000,Par,2014,16100.0,True
251,Levallois-Perret,277,10,48.893217,2.287864,Renault captur 1.5 dci 90 energy s&s intens eco2,92300,[],18600,Pro,2014,17700.0,True
252,Melun,278,19199,48.542105,2.6554,Renault Captur dCi 90 Energy Business,77000,0615872883,16980,Pro,2014,16100.0,True
253,Versailles,279,3457,48.801408,2.130122,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,78000,0175448151,16990,Pro,2014,16000.0,True
254,Persan,280,170,49.152233,2.269571,Renault Captur DCI 90 ENERGY INTENS S&S ECO2,95340,0130282836,19590,Pro,2014,17700.0,True
255,Les Ulis,282,3080,48.6792779,2.16647,Renault Captur dCi 90 Intens EDC,91940,0160926972,18990,Pro,2014,17500.0,True
256,Versailles,283,10,48.801408,2.130122,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,78000,0175448151,16900,Pro,2014,16000.0,True
257,Paris,284,5780,48.856614,2.3522219,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,75008,0178455073,17890,Pro,2014,16000.0,True
258,Rosny-sous-Bois,285,12500,48.875661,2.485932,Renault Captur Intens DCi 90 Eco2,93110,[],17000,Par,2013,17700.0,False
