"ID","BRAND","MODEL","VERSION","YEAR","MILEAGE","PRICE","PHONE","TYPE","CASCO","LATITUDE","LONGITUDE"
"726262810","renault","captur","1.2 TCE 120 ZEN EDC",2014,15000,20300,"NA","professionnel",16000,48.87753499999999,2.59016
"726259853","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,9900,19600,"NA","professionnel",16000,48.87753499999999,2.59016
"726262889","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,15000,17800,"NA","professionnel",16000,48.87753499999999,2.59016
"726219609","renault","captur","1.2 TCE 120 INTENS EDC",2014,10,19640,"NA","professionnel",17800,48.911358,2.8281139
"726219482","renault","captur","1.2 TCE 120 INTENS EDC",2014,10,19440,"NA","professionnel",17800,48.911358,2.8281139
"725972569","renault","captur","1.2 TCE 120 ZEN EDC",2013,7400,17400,"NA","professionnel",16000,48.8138999,2.344688
"726259859","renault","captur","1.2 TCE 120 ZEN EDC",2014,7742,18900,"NA","professionnel",16000,48.87753499999999,2.59016
"726262481","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,6999,18900,"NA","professionnel",16000,48.87753499999999,2.59016
"721393683","renault","captur","1.5 DCI 90 ZEN EDC",2014,100,16390,"NA","professionnel",16200,48.94365699999999,3.0262889
"708369734","renault","captur","1.5 DCI 90 BUSINESS EDC",2013,24200,16980,"NA","professionnel",17600,48.94365699999999,3.0262889
"724444103","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2013,14900,15900,"NA","professionnel",16000,48.6102599,2.474805
"705082311","renault","captur","NA",2013,9000,16990,"NA","professionnel","NA",48.43441600000001,2.16142
"725831021","renault","captur","0.9 TCE 90 ENERGY S&S ZEN ECO2",2014,10,17300,"NA","professionnel",14200,48.896391,2.160098
"725831385","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,3098,17700,"NA","professionnel",16000,48.42345400000001,2.754079
"725852679","renault","captur","1.5 DCI 90 ZEN EDC",2014,18932,17880,"NA","professionnel",16200,48.816363,2.317384
"725482317","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,17670,15990,"NA","professionnel",16100,48.8293647,2.4265406
"725853350","renault","captur","1.2 TCE 120 ZEN EDC",2014,22880,16790,"NA","professionnel",16000,48.8396952,2.2399123
"725422533","renault","captur","1.2 TCE 120 ZEN EDC",2014,10,19372,"NA","professionnel",16000,48.760344,2.387405
"704350135","renault","captur","0.9 TCE 90 ENERGY S&S LIFE ECO2",2014,10,14800,"NA","professionnel",12700,48.8585799,2.2847017
"718932142","renault","captur","1.2 TCE 120 ZEN EDC",2013,24500,16300,"NA","professionnel",16000,48.813071,3.083497
"699903250","renault","captur","1.5 DCI 90 INTENS EDC",2014,11,20500,"NA","professionnel",17500,48.89321700000001,2.287864
"725038816","renault","captur","0.9 TCE 90 ENERGY S&S INTENS ECO2",2014,5576,16500,"NA","professionnel",15500,48.8293647,2.4265406
"724975156","renault","captur","1.2 TCE 120 ZEN EDC",2013,12150,15999,"NA","professionnel",16000,48.917402,2.269675
"724494991","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,21780,17480,"NA","professionnel",16000,48.918524,1.96978
"724494217","renault","captur","1.5 DCI 90 ENERGY ARIZONA ECO2",2014,7000,16970,"NA","professionnel",17100,48.911358,2.8281139
"724494186","renault","captur","0.9 TCE 90 ENERGY S&S INTENS ECO2",2014,1000,17240,"NA","professionnel",15500,48.911358,2.8281139
"724542371","renault","captur","1.5 DCI 90 ZEN EDC",2014,10,20602,"NA","professionnel",16200,48.760344,2.387405
"702798364","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,8949,17490,"NA","professionnel",16000,48.8396952,2.2399123
"675864837","renault","captur","0.9 TCE 90 ENERGY S&S ZEN ECO2",2013,6105,14390,"NA","professionnel",14200,48.69122669999999,2.6103697
"702070140","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,3631,17990,"NA","professionnel",16000,48.8396952,2.2399123
"658810529","renault","captur","1.5 DCI 90 INTENS EDC",2014,5,19890,"NA","professionnel",17500,48.7623589,1.945326
"702818462","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,9500,17880,"NA","professionnel",16000,48.90852,2.504403
"702492328","renault","captur","0.9 TCE 90 ENERGY S&S INTENS ECO2",2014,1519,17900,"NA","professionnel",15500,48.85478,2.628701
"702758077","renault","captur","1.5 DCI 90 INTENS EDC",2014,10,19640,"NA","professionnel",17500,48.911358,2.8281139
"702562052","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,2874,18990,"NA","professionnel",16000,48.9472096,2.2466847
"702492337","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,1,18900,"NA","professionnel",16000,48.85478,2.628701
"723148587","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,16728,15990,"NA","professionnel",16100,48.8293647,2.4265406
"723058292","renault","captur","0.9 TCE 90 ENERGY S&S INTENS ECO2",2014,6234,15980,"NA","professionnel",15500,48.542105,2.6554
"708737212","renault","captur","1.5 DCI 90 ENERGY S&S INTENS ECO2",2013,11612,16490,"NA","professionnel",17700,48.9562018,2.8884657
"711269875","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2013,3365,17900,"NA","professionnel",16000,48.8488576,2.3354223
"723058443","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,11963,16900,"NA","professionnel",16000,49.000275,2.09178
"723096317","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,5396,18390,"NA","professionnel",16000,48.8396952,2.2399123
"702309498","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,2,19380,"NA","professionnel",16000,48.941106,2.158431
"722722583","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2013,16436,16490,"NA","professionnel",16100,48.8293647,2.4265406
"722656594","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,624,18490,"NA","professionnel",16000,48.69122669999999,2.6103697
"722679751","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,7987,17990,"NA","professionnel",16000,48.8718722,2.3176432
"722682492","renault","captur","1.5 DCI 90 ZEN EDC",2014,10,20602,"NA","professionnel",16200,48.760344,2.387405
"722297736","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,60,19990,"NA","professionnel",16000,48.750285,1.916261
"711455981","renault","captur","1.5 DCI 90 INTENS EDC",2014,10300,18990,"NA","professionnel",17500,48.9412151,2.4970711
"722219706","renault","captur","1.2 TCE 120 ZEN EDC",2014,3690,18290,"NA","professionnel",16000,48.816363,2.317384
"721891850","renault","captur","NA",2014,9500,19190,"NA","professionnel","NA",48.992181,1.735384
"701612734","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2013,17280,15880,"NA","professionnel",16100,48.941106,2.158431
"701323380","renault","captur","1.5 DCI 90 ZEN EDC",2014,1,20900,"NA","professionnel",16200,48.85478,2.628701
"701268637","renault","captur","1.2 TCE 120 ZEN EDC",2013,15898,16990,"NA","professionnel",16000,48.894533,2.40963
"711468301","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,19700,16990,"NA","professionnel",16000,49.050966,2.100645
"721749243","renault","captur","0.9 TCE 90 ENERGY S&S ZEN ECO2",2014,10,16890,"NA","professionnel",14200,48.69122669999999,2.6103697
"682913785","renault","captur","1.5 DCI 90 ZEN EDC",2014,7,18990,"NA","professionnel",16200,48.760344,2.387405
"721280818","renault","captur","1.5 DCI 90 INTENS EDC",2014,10,19640,"NA","professionnel",17500,48.911358,2.8281139
"721280675","renault","captur","1.5 DCI 90 ENERGY ARIZONA ECO2",2014,10,19640,"NA","professionnel",17100,48.911358,2.8281139
"721312799","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,9367,18290,"NA","professionnel",16000,48.816363,2.317384
"720599349","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2013,25295,14980,"NA","professionnel",16000,48.790367,2.455572
"682487986","renault","captur","1.5 DCI 90 ZEN EDC",2014,2,19870,"NA","professionnel",16200,48.941106,2.158431
"720425249","renault","captur","0.9 TCE 90 ENERGY S&S LIFE ECO2",2013,14958,14900,"NA","professionnel",12700,48.85478,2.628701
"719992624","renault","captur","1.2 TCE 120 ZEN EDC",2014,50,20490,"NA","professionnel",16000,48.85799300000001,2.381153
"719973886","renault","captur","1.5 DCI 90 INTENS EDC",2014,10,19770,"NA","professionnel",17500,48.911358,2.8281139
"699611406","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,2410,19490,"NA","professionnel",16000,48.6792779,2.16647
"719993129","renault","captur","0.9 TCE 90 ENERGY S&S INTENS ECO2",2014,7,17550,"NA","professionnel",15500,48.757205,2.326243
"719973892","renault","captur","1.5 DCI 90 INTENS EDC",2014,10,19770,"NA","professionnel",17500,48.911358,2.8281139
"719666914","renault","captur","1.5 DCI 90 ENERGY S&S INTENS ECO2",2014,10,19990,"NA","professionnel",17700,48.882174,2.076817
"719666895","renault","captur","1.5 DCI 90 ENERGY S&S INTENS ECO2",2014,10,19990,"NA","professionnel",17700,48.882174,2.076817
"719626283","renault","captur","1.5 DCI 90 ZEN EDC",2013,19420,15890,"NA","professionnel",16200,48.816363,2.317384
"719626289","renault","captur","1.5 DCI 90 ZEN EDC",2014,13396,16690,"NA","professionnel",16200,48.816363,2.317384
"713707737","renault","captur","1.5 DCI 90 ZEN EDC",2014,10,18490,"NA","professionnel",16200,48.7623589,1.945326
"719148258","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,16349,18290,"NA","professionnel",16000,48.6792779,2.16647
"719012570","renault","captur","1.5 DCI 90 ZEN EDC",2014,10,16990,"NA","professionnel",16200,48.799815,2.257289
"719172358","renault","captur","1.2 TCE 120 ZEN EDC",2013,16289,16690,"NA","professionnel",16000,48.894533,2.40963
"719192560","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,10,19990,"NA","professionnel",16000,48.90852,2.504403
"719170818","renault","captur","1.2 TCE 120 ZEN EDC",2014,7350,19690,"NA","professionnel",16000,48.8718722,2.3176432
"719170766","renault","captur","1.2 TCE 120 ZEN EDC",2013,11400,17490,"NA","professionnel",16000,48.85799300000001,2.381153
"717997465","renault","captur","0.9 TCE 90 ENERGY S&S ZEN ECO2",2014,8576,15450,"NA","professionnel",14200,48.757205,2.326243
"717268959","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2013,34608,14900,"NA","professionnel",16100,48.6792779,2.16647
"717565024","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2013,35243,13990,"NA","professionnel",16000,48.776731,2.001844
"639368615","renault","captur","1.5 DCI 90 ZEN EDC",2014,2,20780,"NA","professionnel",16200,48.941106,2.158431
"717156964","renault","captur","1.2 TCE 120 ZEN EDC",2014,19414,16990,"NA","professionnel",16000,48.542105,2.6554
"686808806","NA","NA","1.2 TCE 120 ZEN EDC",2013,21100,16290,"NA","professionnel",16000,49.01575099999999,2.191521
"717153196","renault","captur","1.2 TCE 120 ZEN EDC",2013,11440,18900,"NA","professionnel",16000,48.892423,2.215331
"677421434","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,7200,17290,"NA","professionnel",16000,48.8396952,2.2399123
"710053405","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,1000,17390,"NA","professionnel",16000,48.790367,2.455572
"608321935","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2013,3256,18490,"NA","professionnel",16000,48.792001,2.39851
"716847373","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,19980,16890,"NA","professionnel",16100,48.851542,2.475907
"624091625","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2013,7933,18490,"NA","professionnel",16000,48.792001,2.39851
"716847563","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,19092,16890,"NA","professionnel",16100,48.851542,2.475907
"716818392","renault","captur","0.9 TCE 90 ENERGY S&S INTENS ECO2",2014,1500,17990,"NA","professionnel",15500,48.882174,2.076817
"668763014","renault","captur","1.5 DCI 90 ZEN EDC",2014,8500,18290,"NA","professionnel",16200,48.790367,2.455572
"716750703","renault","captur","1.5 DCI 90 ZEN EDC",2013,26145,15380,"NA","professionnel",16200,48.816363,2.317384
"716750674","renault","captur","1.5 DCI 90 ZEN EDC",2013,20987,15850,"NA","professionnel",16200,48.816363,2.317384
"716748488","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2013,34808,16890,"NA","professionnel",16000,49.000275,2.09178
"716749699","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,8634,17290,"NA","professionnel",16000,48.816363,2.317384
"716750690","renault","captur","1.5 DCI 90 ZEN EDC",2014,22119,15670,"NA","professionnel",16200,48.816363,2.317384
"716750176","renault","captur","1.5 DCI 90 ZEN EDC",2014,9508,16880,"NA","professionnel",16200,48.816363,2.317384
"716750682","renault","captur","1.5 DCI 90 ZEN EDC",2013,20248,15850,"NA","professionnel",16200,48.816363,2.317384
"716750659","renault","captur","1.5 DCI 90 ZEN EDC",2013,25972,15750,"NA","professionnel",16200,48.816363,2.317384
"716750664","renault","captur","1.5 DCI 90 ZEN EDC",2013,20272,15850,"NA","professionnel",16200,48.816363,2.317384
"716409808","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,6825,17800,"NA","professionnel",16000,48.9562018,2.8884657
"716409767","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,18718,16900,"NA","professionnel",16000,48.85478,2.628701
"639403812","NA","NA","1.5 DCI 90 ENERGY S&S ZEN ECO2",2013,6900,19900,"NA","professionnel",16000,48.95050699999999,3.130059
"716292133","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,1,17490,"NA","professionnel",16000,48.88077699999999,2.110156
"716292011","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,1,17490,"NA","professionnel",16000,48.88077699999999,2.110156
"716292095","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,10,17490,"NA","professionnel",16000,48.88077699999999,2.110156
"639368705","renault","captur","1.5 DCI 90 ZEN EDC",2014,2,20780,"NA","professionnel",16200,48.941106,2.158431
"715971571","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,10506,17490,"NA","professionnel",16000,48.85478,2.628701
"715940850","renault","captur","1.5 DCI 90 ZEN EDC",2013,29723,14850,"NA","professionnel",16200,48.816363,2.317384
"715883857","renault","captur","1.2 TCE 120 ZEN EDC",2013,8090,16985,"NA","professionnel",16000,48.918524,1.96978
"715708234","renault","captur","0.9 TCE 90 ENERGY S&S INTENS ECO2",2014,9500,14990,"NA","professionnel",15500,48.7980422,2.4800862
"715527745","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,100,19850,"NA","professionnel",16000,48.841386,2.504038
"715527716","renault","captur","0.9 TCE 90 ENERGY S&S INTENS ECO2",2014,100,17990,"NA","professionnel",15500,48.841386,2.504038
"715527768","renault","captur","0.9 TCE 90 ENERGY S&S INTENS ECO2",2014,100,17990,"NA","professionnel",15500,48.841386,2.504038
"658053425","NA","NA","1.5 DCI 90 ZEN EDC",2014,10,19990,"NA","professionnel",16200,48.526605,2.571664
"694233801","NA","NA","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,2198,18900,"NA","professionnel",16000,48.85478,2.628701
"694233796","NA","NA","1.5 DCI 90 ZEN EDC",2014,2244,19690,"NA","professionnel",16200,48.85478,2.628701
"713800485","renault","captur","1.2 TCE 120 ZEN EDC",2014,10,19252,"NA","professionnel",16000,48.760344,2.387405
"713527442","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,4896,16890,"NA","professionnel",16000,48.892423,2.215331
"713332789","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2013,10771,17900,"NA","professionnel",16000,48.896391,2.160098
"713185422","renault","captur","1.2 TCE 120 ZEN EDC",2014,4500,20490,"NA","professionnel",16000,48.69122669999999,2.6103697
"713185348","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,8995,18980,"NA","professionnel",16000,48.69122669999999,2.6103697
"713192162","renault","captur","1.2 TCE 120 ZEN EDC",2013,21050,16890,"NA","professionnel",16000,48.918524,1.96978
"712684490","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,8360,17790,"NA","professionnel",16000,48.8718722,2.3176432
"712684522","renault","captur","0.9 TCE 90 ENERGY S&S INTENS ECO2",2014,5250,17490,"NA","professionnel",15500,48.8718722,2.3176432
"675328982","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2013,15,17900,"NA","professionnel",16000,48.886727,2.505069
"712183274","renault","captur","0.9 TCE 90 ENERGY S&S INTENS ECO2",2014,10,17422,"NA","professionnel",15500,48.760344,2.387405
"712183142","renault","captur","1.5 DCI 90 ZEN EDC",2014,10,19720,"NA","professionnel",16200,48.760344,2.387405
"712183405","renault","captur","1.5 DCI 90 ZEN EDC",2014,10,18442,"NA","professionnel",16200,48.760344,2.387405
"712183208","renault","captur","1.2 TCE 120 ZEN EDC",2014,10,18436,"NA","professionnel",16000,48.760344,2.387405
"712183882","renault","captur","1.5 DCI 90 ZEN EDC",2014,10,18220,"NA","professionnel",16200,48.760344,2.387405
"712183199","renault","captur","1.5 DCI 90 ZEN EDC",2014,10,18664,"NA","professionnel",16200,48.760344,2.387405
"711682977","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2013,19900,15880,"NA","professionnel",16100,48.941106,2.158431
"664198202","NA","NA","0.9 TCE 90 ENERGY S&S LIFE ECO2",2013,1320,14990,"NA","professionnel",12700,49.01575099999999,2.191521
"643115366","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,8860,16900,"NA","professionnel",16000,49.01575099999999,2.191521
"643115288","renault","captur","1.2 TCE 120 ZEN EDC",2013,9360,16900,"NA","professionnel",16000,49.01575099999999,2.191521
"711007186","renault","captur","1.2 TCE 120 ZEN EDC",2013,17431,16980,"NA","professionnel",16000,48.542105,2.6554
"691253817","NA","NA","1.2 TCE 120 ZEN EDC",2013,10131,18490,"NA","professionnel",16000,48.85478,2.628701
"710622042","renault","captur","0.9 TCE 90 ENERGY ARIZONA ECO2",2014,10,16970,"NA","professionnel",16100,48.911358,2.8281139
"605017704","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,221,19990,"NA","professionnel",16000,48.526605,2.571664
"710202018","renault","captur","1.2 TCE 120 ZEN EDC",2014,17421,18680,"NA","professionnel",16000,48.69122669999999,2.6103697
"690202842","NA","NA","1.2 TCE 120 ZEN EDC",2014,9,18900,"NA","professionnel",16000,48.85478,2.628701
"708897170","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,185,19590,"NA","professionnel",16000,49.152233,2.269571
"671597346","NA","NA","1.5 DCI 90 ENERGY S&S ZEN ECO2",2013,18978,15790,"NA","professionnel",16000,48.9472096,2.2466847
"708479511","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,23788,15990,"NA","professionnel",16000,48.757205,2.326243
"707859871","renault","captur","1.5 DCI 90 ZEN EDC",2014,10,19582,"NA","professionnel",16200,48.760344,2.387405
"708105308","renault","captur","1.5 DCI 90 ZEN EDC",2013,29177,14880,"NA","professionnel",16200,48.6964029,2.236654
"707272781","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2013,41494,13900,"NA","professionnel",16000,48.776731,2.001844
"707273263","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2013,37929,13990,"NA","professionnel",16000,48.776731,2.001844
"707273898","renault","captur","1.2 TCE 120 ZEN EDC",2013,19852,16990,"NA","professionnel",16000,48.85799300000001,2.381153
"707273008","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2013,40375,13990,"NA","professionnel",16000,48.776731,2.001844
"706853442","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,3863,17890,"NA","professionnel",16000,48.85799300000001,2.381153
"687481604","renault","captur","1.2 TCE 120 ZEN EDC",2013,18805,16490,"NA","professionnel",16000,48.85799300000001,2.381153
"705359099","renault","captur","1.5 DCI 90 ENERGY S&S INTENS ECO2",2014,10,18600,"NA","professionnel",17700,48.89321700000001,2.287864
"705154889","renault","captur","1.2 TCE 120 ZEN EDC",2014,19199,16980,"NA","professionnel",16000,48.542105,2.6554
"704870064","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,170,19590,"NA","professionnel",16000,49.152233,2.269571
"686535592","NA","NA","0.9 TCE 90 ENERGY S&S ZEN ECO2",2014,5385,17200,"NA","professionnel",14200,48.85478,2.628701
"686469068","renault","captur","1.2 TCE 120 ZEN EDC",2014,3080,18990,"NA","professionnel",16000,48.6792779,2.16647
"704830645","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,5780,17890,"NA","professionnel",16000,48.8718722,2.3176432
"703911057","renault","captur","1.5 DCI 90 ZEN EDC",2014,1250,17800,"NA","professionnel",16200,48.629828,2.441782
"727556717","renault","NA","0.9 TCE 90 ENERGY S&S INTENS ECO2",2014,4500,16700,"NA","particulier",15500,48.945484,2.037356
"727205735","NA","NA","1.5 DCI 90 ZEN EDC",2014,1800,19450,"NA","particulier",16200,48.685388,2.408154
"702652723","renault","captur","1.5 DCI 90 ZEN EDC",2014,8900,17990,"NA","particulier",16200,48.7025751,2.0696133
"726538908","renault","captur","0.9 TCE 90 ENERGY S&S ZEN ECO2",2013,16500,14000,"NA","particulier",14200,48.89321700000001,2.287864
"726522396","renault","captur","1.2 TCE 120 ZEN EDC",2014,4000,15500,"NA","particulier",16000,48.801408,2.130122
"726412204","renault","captur","1.5 DCI 90 INTENS EDC",2014,5000,18900,"NA","particulier",17500,48.989323,1.714958
"726354501","renault","captur","1.5 DCI 90 ENERGY S&S INTENS ECO2",2014,1800,20300,"NA","particulier",17700,48.762895,2.075323
"723145508","renault","captur","1.5 DCI 90 ENERGY ARIZONA ECO2",2014,5950,17900,"NA","particulier",17100,48.73668,2.180034
"726093734","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,6100,17300,"NA","particulier",16000,48.954607,1.710307
"725664067","renault","captur","NA",2013,20500,16300,"NA","particulier","NA",48.611486,2.30604
"724791268","renault","captur","0.9 TCE 90 ENERGY S&S ZEN ECO2",2014,6700,15790,"NA","particulier",14200,48.80598,2.022188
"724563243","renault","captur","1.2 TCE 120 INTENS EDC",2014,7600,18400,"NA","particulier",17800,49.000275,2.09178
"724360606","renault","captur","0.9 TCE 90 ENERGY S&S ZEN ECO2",2014,3000,15300,"NA","particulier",14200,48.992181,1.735384
"724063182","renault","captur","1.5 DCI 90 INTENS EDC",2014,5000,18800,"NA","particulier",17500,48.524552,2.388169
"723658089","renault","captur","NA",2014,9000,18500,"NA","particulier","NA",49.0331671,2.0547222
"723480375","renault","captur","1.2 TCE 120 ARIZONA EDC",2014,4500,17600,"NA","particulier",17200,48.81474499999999,1.863168
"722074122","renault","captur","1.5 DCI 90 ENERGY ARIZONA ECO2",2014,3900,19290,"NA","particulier",17100,48.8640493,2.3310526
"721875465","renault","captur","1.2 TCE 120 INTENS EDC",2014,4000,19000,"NA","particulier",17800,48.6851259,2.349282
"721736797","renault","captur","1.2 TCE 120 ZEN EDC",2014,3500,18900,"NA","particulier",16000,48.7305769,2.447488
"720907121","renault","captur","1.2 TCE 120 INTENS EDC",2014,3500,18500,"NA","particulier",17800,48.865263,1.794903
"719537045","renault","captur","0.9 TCE 90 ENERGY S&S INTENS ECO2",2013,8200,16200,"NA","particulier",15500,48.944263,1.735422
"719424972","renault","captur","1.5 DCI 90 INTENS EDC",2013,6400,18000,"NA","particulier",17500,48.9591319,1.855891
"673173569","renault","captur","1.5 DCI 90 INTENS EDC",2013,8500,17500,"NA","particulier",17500,48.978154,1.713371
"718958212","renault","captur","0.9 TCE 90 ENERGY S&S INTENS ECO2",2014,6000,17200,"NA","particulier",15500,48.973699,1.983023
"716028522","renault","captur","1.2 TCE 120 ZEN EDC",2014,6000,15500,"NA","particulier",16000,48.817223,1.949075
"715584652","renault","captur","1.2 TCE 120 ZEN EDC",2013,6700,14700,"NA","particulier",16000,48.885476,2.7362479
"718443363","renault","captur","1.5 DCI 90 ZEN EDC",2013,23000,16900,"NA","particulier",16200,49.136089,2.2350979
"718330243","renault","captur","1.2 TCE 120 ZEN EDC",2013,7500,16950,"NA","particulier",16000,48.967085,1.933828
"718033893","renault","captur","NA",2014,15000,17500,"NA","particulier","NA",48.763827,2.671739
"717536441","NA","NA","NA",2013,23000,16000,"NA","particulier","NA",48.98543,2.619156
"717022375","renault","captur","1.2 TCE 120 INTENS EDC",2013,3000,18500,"NA","particulier",17800,48.437362,2.380786000000001
"716722098","renault","captur","1.5 DCI 90 INTENS EDC",2014,6000,19100,"NA","particulier",17500,48.671191,2.540747
"716320502","renault","captur","1.2 TCE 120 INTENS EDC",2014,5000,18400,"NA","particulier",17800,48.789808,1.601126
"716126161","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2013,21000,15900,"NA","particulier",16000,48.9994379,2.9188892
"716048794","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,9500,17000,"NA","particulier",16000,48.969534,1.68413
"714630650","renault","captur","1.5 DCI 90 INTENS EDC",2014,6200,18700,"NA","particulier",17500,48.780426,2.266257
"714501817","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2013,21500,16500,"NA","particulier",16100,48.9220615,2.2533313
"714491224","renault","captur","1.5 DCI 90 ZEN EDC",2014,3880,20300,"NA","particulier",16200,48.8301019,2.005269
"714072993","renault","captur","1.5 DCI 90 INTENS EDC",2013,15000,18000,"NA","particulier",17500,48.7025751,2.0696133
"714012133","renault","captur","1.5 DCI 90 INTENS EDC",2013,9999,16690,"NA","particulier",17500,48.7025751,2.0696133
"711890869","renault","captur","NA",2013,18500,17730,"NA","particulier","NA",49.130715,2.293932
"711592040","NA","NA","0.9 TCE 90 ENERGY S&S INTENS ECO2",2014,30,16900,"NA","particulier",15500,48.93897,2.538716
"705538604","renault","captur","1.2 TCE 120 ZEN EDC",2013,6950,18300,"NA","particulier",16000,48.759255,2.302553
"709375720","renault","captur","1.5 DCI 90 INTENS EDC",2014,6500,18500,"NA","particulier",17500,48.991435,1.809326
"708142352","renault","captur","1.5 DCI 90 ENERGY S&S INTENS ECO2",2014,20411,18200,"NA","particulier",17700,48.82342,1.976374
"708137296","renault","captur","1.2 TCE 120 ZEN EDC",2014,1000,16500,"NA","particulier",16000,48.900552,2.25929
"707879656","renault","captur","0.9 TCE 90 ENERGY S&S INTENS ECO2",2013,15500,15500,"NA","particulier",15500,48.936181,2.357443
"707600054","renault","captur","0.9 TCE 90 ENERGY ARIZONA ECO2",2013,7800,16300,"NA","particulier",16100,48.85799300000001,2.381153
"707118395","renault","captur","NA",2013,10000,16550,"NA","particulier","NA",48.720171,2.461891
"707002635","renault","captur","1.5 DCI 90 ENERGY S&S INTENS ECO2",2013,8800,16800,"NA","particulier",17700,48.6893061,2.5126535
"706186869","renault","captur","1.2 TCE 120 INTENS EDC",2014,2100,16200,"NA","particulier",17800,48.643868,1.829079
"705492180","renault","captur","NA",2014,19000,19000,"NA","particulier","NA",48.78290699999999,1.960077
"671849142","renault","captur","1.5 DCI 90 ZEN EDC",2013,12500,17000,"NA","particulier",16200,48.875661,2.485932
